Time (unixtime),CURRENT_VELOCITY,CURRENT_POSITION,REMAINING_STEPS,STACK_VOLTAGE,EXTERNAL_VOLTAGE,CURRENT_CONSUMPTION,CHECKSUM
1594905291.2847476,20000,356565,0,354,11967,325,0xb
1594905291.299565,20000,356869,0,354,11887,325,0x3d
1594905291.3156035,20000,357135,0,354,11931,325,0x3
1594905291.3284502,20000,357447,0,345,11878,325,0x2
1594905291.3411257,20000,357701,0,354,11887,325,0xe
1594905291.3538666,20000,357956,0,345,11922,325,0x0
1594905291.3665764,20000,358212,0,345,11913,325,0xe
1594905291.3799956,20000,358464,0,354,11940,325,0x2
1594905291.3928075,20000,358736,0,354,11922,325,0xe
1594905291.406229,20000,358998,0,363,11913,325,0x3b
1594905291.4191208,20000,359258,0,363,11896,325,0xd
1594905291.4323633,20000,359524,0,354,11869,325,0x2
1594905291.4454086,20000,359785,0,354,11869,325,0x4
1594905291.4582605,20000,360044,0,354,11869,325,0x3
1594905291.4712172,20000,360302,0,354,11869,325,0xe
1594905291.48526,20000,360568,0,354,11887,325,0xd
1594905291.5010269,20000,360890,0,345,11904,325,0x9
1594905291.5144818,20000,361169,0,354,11869,325,0x1
1594905291.5286767,20000,361450,0,354,11896,325,0x4
1594905291.5413675,20000,361707,0,354,11931,325,0x1
1594905291.554638,20000,361969,0,354,11922,325,0x3b
1594905291.5836103,20000,362550,0,354,11984,325,0x1
1594905291.5967243,20000,362811,0,354,11958,325,0xa
1594905291.6099823,20000,363076,0,354,11922,325,0x8
1594905291.6226926,20000,363333,0,354,11913,325,0xa
1594905291.6353102,20000,363588,0,354,11913,325,0x1
1594905291.6479661,20000,363841,0,354,11922,325,0x6
1594905291.6608796,20000,364096,0,345,11931,325,0xc
1594905291.6737669,20000,364354,0,354,11913,325,0xd
1594905291.6865487,20000,364610,0,354,11896,325,0xe
1594905291.6992939,20000,364864,0,354,11887,325,0x2
1594905291.7121577,20000,365121,0,354,11878,325,0xc
1594905291.72536,20000,365383,0,354,11851,325,0x8
1594905291.7382443,20000,365645,0,354,11834,325,0xc
1594905291.7511902,20000,365901,0,354,11789,325,0xe
1594905291.7638514,20000,366158,0,345,11860,325,0x2
1594905291.7768672,20000,366415,0,354,11816,325,0x8
1594905291.7895868,20000,366670,0,345,11851,325,0x2
1594905291.8025825,20000,366927,0,354,11825,325,0x9
1594905291.8158286,20000,367190,0,354,11860,325,0x5
1594905291.8286498,20000,367453,0,354,11896,325,0xf
1594905291.8420506,20000,367711,0,345,11904,325,0xc
1594905291.8556828,20000,367978,0,354,11851,325,0xd
1594905291.8686843,20000,368253,0,345,11896,325,0x8
1594905291.8829997,20000,368528,0,354,11834,325,0x8
1594905291.8957734,20000,368795,0,354,11896,325,0xb
1594905291.9108725,20000,369093,0,354,11878,325,0x8
1594905291.923797,20000,369352,0,345,11887,325,0x37
1594905291.9369812,20000,369616,0,354,11860,325,0x4
1594905291.9495552,20000,369873,0,345,11851,325,0x6
1594905291.962115,20000,370121,0,354,11807,325,0x38
1594905291.9750338,20000,370376,0,354,11834,325,0x3
1594905291.9884071,20000,370645,0,354,11834,325,0xe
1594905292.0010092,20000,370901,0,354,11780,325,0x3
1594905292.014082,20000,371161,0,345,11807,325,0x39
1594905292.0271292,20000,371416,0,345,11807,325,0xe
1594905292.0398204,20000,371675,0,345,11798,350,0xb
1594905292.0526843,20000,371933,0,354,11780,350,0x5
1594905292.065594,20000,372190,0,336,11745,375,0x38
1594905292.0798357,20000,372445,0,345,11709,450,0x5
1594905292.0934074,20000,372733,0,345,11656,450,0x6
1594905292.1066108,20000,373012,0,345,11603,475,0x1
1594905292.1193066,20000,373265,0,345,11594,475,0xc
1594905292.132596,20000,373532,0,345,11656,475,0x34
1594905292.1455085,20000,373784,0,345,11603,500,0xa
1594905292.1586068,20000,374050,0,345,11665,525,0x8
1594905292.1716096,20000,374309,0,354,11674,525,0xd
1594905292.1856203,20000,374572,0,345,11647,525,0x2
1594905292.1983714,20000,374846,0,345,11656,525,0x2
1594905292.2112424,20000,375102,0,345,11621,525,0x9
1594905292.2242603,20000,375361,0,345,11639,525,0x6
1594905292.2371316,20000,375621,0,345,11612,550,0xc
1594905292.2498426,20000,375873,0,345,11585,575,0xb
1594905292.2626758,20000,376133,0,345,11612,600,0x4
1594905292.2753794,20000,376387,0,345,11585,600,0x7
1594905292.2884336,20000,376645,0,354,12029,625,0x2
1594905292.3015227,20000,376907,0,345,11674,625,0x6
1594905292.314623,20000,377169,0,354,11763,625,0x31
1594905292.3272855,20000,377427,0,345,11497,625,0xb
1594905292.3403506,20000,377685,0,345,11736,625,0x2
1594905292.3533485,20000,377945,0,345,11656,625,0xe
1594905292.366338,20000,378205,0,345,11585,625,0x37
1594905292.3800383,20000,378464,0,354,11780,625,0x9
1594905292.3932416,20000,378736,0,345,11656,625,0xc
1594905292.4069343,20000,379005,0,354,12020,625,0x9
1594905292.4223673,20000,379322,0,354,11931,625,0xf
1594905292.4356134,20000,379587,0,345,12029,625,0x2
1594905292.44888,20000,379852,0,354,12037,625,0x2
1594905292.4616404,20000,380114,0,354,11834,625,0xa
1594905292.4747179,20000,380374,0,345,11745,625,0xd
1594905292.4886246,20000,380647,0,354,11763,625,0x1
1594905292.501628,20000,380910,0,345,11842,625,0x3a
1594905292.5144033,20000,381165,0,354,11772,625,0x1
1594905292.5275183,20000,381425,0,345,11772,625,0xb
1594905292.5403297,20000,381685,0,354,11736,625,0x2
1594905292.5533307,20000,381945,0,354,11887,625,0xe
1594905292.567573,20000,382230,0,354,11585,625,0x3a
1594905292.5861967,20000,382601,0,345,12055,625,0x0
1594905292.5989237,20000,382856,0,345,11639,625,0xa
1594905292.6123729,20000,383124,0,354,11603,625,0xf
1594905292.6284928,20000,383442,0,336,11576,625,0xe
1594905292.641908,20000,383716,0,354,11984,625,0x30
1594905292.6555676,20000,383970,0,345,11816,625,0x2
1594905292.6695344,20000,384268,0,345,11674,625,0x6
1594905292.6827161,20000,384521,0,345,11754,625,0xd
1594905292.6955044,20000,384787,0,345,11506,625,0x4
1594905292.7086437,20000,385050,0,345,11736,625,0xf
1594905292.7218657,20000,385310,0,354,11913,625,0x0
1594905292.735096,20000,385571,0,354,12073,625,0x3b
1594905292.7480147,20000,385839,0,354,11674,625,0xf
1594905292.761032,20000,386096,0,345,11727,625,0x3e
1594905292.7738326,20000,386356,0,345,11701,625,0x8
1594905292.7867284,20000,386611,0,354,11647,625,0x1
1594905292.7995265,20000,386870,0,354,11559,625,0x7
1594905292.8129578,20000,387131,0,354,11621,625,0xd
1594905292.8258579,20000,387395,0,345,11630,625,0x5
1594905292.8392744,20000,387653,0,345,11568,625,0xf
1594905292.8524535,20000,387927,0,354,11647,625,0x2
1594905292.8654757,20000,388185,0,354,11745,625,0xc
1594905292.8798456,20000,388461,0,354,11940,625,0xb
1594905292.8926992,20000,388733,0,354,11904,625,0x1
1594905292.9054856,20000,388990,0,354,11772,625,0xd
1594905292.9181552,20000,389241,0,345,11665,625,0xc
1594905292.932373,20000,389496,0,345,11612,625,0x3c
1594905292.9453852,20000,389785,0,345,11576,625,0x7
1594905292.9580498,20000,390041,0,345,11523,625,0x5
1594905292.9710073,20000,390297,0,345,11568,625,0x9
1594905292.984453,20000,390565,0,345,11736,625,0x36
1594905292.9972243,20000,390824,0,345,11692,625,0x6
1594905293.0107038,20000,391081,0,345,11816,625,0xe
1594905293.023523,20000,391350,0,345,11709,625,0x38
1594905293.0374854,20000,391621,0,345,11683,625,0x4
1594905293.0509279,20000,391893,0,354,11603,625,0x2
1594905293.0644207,20000,392165,0,345,11612,625,0x2
1594905293.0770864,20000,392421,0,354,11984,625,0xe
1594905293.0898607,20000,392674,0,345,11736,625,0x9
1594905293.1027184,20000,392930,0,354,11665,625,0x0
1594905293.1153252,20000,393185,0,354,11559,625,0x1
1594905293.1281161,20000,393441,0,345,11745,625,0xc
1594905293.1407607,20000,393696,0,354,11621,625,0x8
1594905293.1535416,20000,393950,0,354,11896,625,0xd
1594905293.166391,20000,394205,0,354,11896,625,0x3a
1594905293.1804206,20000,394464,0,354,11701,625,0x9
1594905293.1937,20000,394748,0,345,11559,625,0x3e
1594905293.2062552,20000,395005,0,354,11683,625,0xd
1594905293.2193909,20000,395262,0,345,11568,625,0x5
1594905293.2325308,20000,395527,0,354,11807,625,0x3
1594905293.2455323,20000,395790,0,345,11842,625,0x5
1594905293.2583477,20000,396045,0,345,11497,625,0x1
1594905293.2711015,20000,396299,0,345,11683,625,0xc
1594905293.2843883,20000,396557,0,354,11630,625,0xe
1594905293.2971036,20000,396821,0,354,11550,625,0x1
1594905293.3101385,20000,397076,0,354,11506,625,0xc
1594905293.323067,20000,397336,0,354,11727,625,0x34
1594905293.3357298,20000,397593,0,354,11630,625,0x8
1594905293.3491645,20000,397851,0,354,11506,625,0x4
1594905293.3621087,20000,398121,0,345,11479,625,0xd
1594905293.375684,20000,398381,0,345,11550,625,0x3d
1594905293.3889353,20000,398656,0,354,11958,625,0x2
1594905293.4019327,20000,398914,0,363,12011,625,0xd
1594905293.415034,20000,399179,0,345,11975,625,0x3e
1594905293.4276927,20000,399432,0,354,12020,625,0x2
1594905293.440441,20000,399684,0,354,11984,625,0x33
1594905293.4531605,20000,399942,0,354,11647,625,0x7
1594905293.4658117,20000,400194,0,345,11612,625,0xb
1594905293.479626,20000,400453,0,345,11763,625,0x32
1594905293.4924088,20000,400725,0,345,11692,625,0xc
1594905293.5052922,20000,400981,0,345,11727,625,0x3
1594905293.518218,20000,401241,0,354,11825,625,0x34
1594905293.5315917,20000,401507,0,354,11674,625,0x1
1594905293.546952,20000,401767,0,345,11585,625,0x3c
1594905293.559824,20000,402072,0,354,11789,625,0x3c
1594905293.5731332,20000,402334,0,354,11559,625,0x7
1594905293.5861616,20000,402596,0,345,11736,625,0xb
1594905293.5990884,20000,402859,0,345,11639,625,0x1
1594905293.612224,20000,403115,0,354,11834,625,0x32
1594905293.6256287,20000,403379,0,354,11612,625,0xb
1594905293.63887,20000,403656,0,345,11479,625,0x4
1594905293.6518297,20000,403916,0,345,11701,625,0x7
1594905293.6647403,20000,404174,0,345,11709,625,0x6
1594905293.6781163,20000,404441,0,354,11816,625,0xc
1594905293.6916816,20000,404708,0,336,11497,625,0x8
1594905293.7046728,20000,404971,0,354,11692,625,0x4
1594905293.7172217,20000,405225,0,354,11798,625,0xb
1594905293.7299368,20000,405476,0,354,11488,625,0x6
1594905293.7425406,20000,405731,0,354,11745,625,0xa
1594905293.7557588,20000,405987,0,354,12037,625,0xb
1594905293.7685378,20000,406247,0,345,11585,625,0x5
1594905293.781544,20000,406505,0,345,11878,625,0x30
1594905293.794454,20000,406767,0,345,11568,625,0x3e
1594905293.8072214,20000,407021,0,345,11745,625,0x2
1594905293.8215787,20000,407276,0,345,11594,625,0x0
1594905293.8437586,20000,407751,0,345,11825,625,0x2
1594905293.8571482,20000,408019,0,354,11754,625,0x9
1594905293.8701117,20000,408281,0,345,11639,625,0xc
1594905293.883853,20000,408541,0,345,11816,625,0x30
1594905293.8969574,20000,408814,0,354,11772,625,0x5
1594905293.9096687,20000,409073,0,354,11683,625,0x5
1594905293.922397,20000,409325,0,345,11683,625,0x3e
1594905293.9353933,20000,409585,0,345,11709,625,0x0
1594905293.9488358,20000,409853,0,354,11780,625,0x1
1594905293.9676075,20000,410151,0,354,11869,625,0x5
1594905293.9799867,20000,410481,0,354,11692,625,0xc
1594905293.9925363,20000,410730,0,354,11798,625,0x8
1594905294.0053546,20000,410984,0,354,11789,625,0xe
1594905294.0181358,20000,411241,0,345,11816,625,0x3
1594905294.0306866,20000,411493,0,345,11842,625,0x0
1594905294.043875,20000,411748,0,354,11807,625,0x34
1594905294.0596914,20000,412010,0,345,11816,625,0x6
1594905294.0729954,20000,412333,0,345,11798,625,0xf
1594905294.085095,20000,412585,0,345,11816,625,0x38
1594905294.0974615,20000,412833,0,354,11834,625,0x1
1594905294.1100492,20000,413081,0,345,11754,625,0xf
1594905294.1225352,20000,413331,0,345,11701,625,0x8
1594905294.1349595,20000,413581,0,345,11745,625,0x3
1594905294.14723,20000,413828,0,345,11825,625,0x1
1594905294.161446,20000,414074,0,354,11780,625,0x34
1594905294.1743183,20000,414361,0,354,11789,625,0x1
1594905294.1876462,20000,414622,0,345,11816,625,0x9
1594905294.2003236,20000,414885,0,345,11834,625,0x4
1594905294.2127388,20000,415136,0,345,11754,625,0xe
1594905294.2253168,20000,415388,0,354,11772,625,0x1
1594905294.2381995,20000,415645,0,354,11842,625,0xd
1594905294.2506235,20000,415896,0,345,11612,625,0xe
1594905294.2655203,20000,416193,0,354,11842,625,0xa
1594905294.2785926,20000,416450,0,345,11869,625,0x9
1594905294.290822,20000,416701,0,354,11825,625,0x30
1594905294.3032694,20000,416945,0,345,11674,625,0xe
1594905294.315518,20000,417193,0,345,11851,625,0x37
1594905294.3280795,20000,417441,0,345,11949,625,0xc
1594905294.3403437,20000,417687,0,354,11896,625,0x1
1594905294.3532176,20000,417939,0,345,11709,625,0x1
1594905294.3677125,20000,418233,0,354,11896,625,0x2
1594905294.380283,20000,418485,0,354,11816,600,0x37
1594905294.3931367,20000,418736,0,345,11763,600,0x9
1594905294.4056814,20000,418991,0,354,11842,600,0x6
1594905294.4182897,20000,419244,0,354,11842,600,0x7
1594905294.4307778,20000,419491,0,354,11967,575,0xf
1594905294.4436502,20000,419745,0,345,11984,575,0x2
1594905294.456336,20000,420005,0,345,11949,575,0x39
1594905294.470062,20000,420281,0,354,11922,575,0x3c
1594905294.4828994,20000,420538,0,354,11949,550,0x6
1594905294.4961128,20000,420801,0,354,11975,550,0xd
1594905294.509037,20000,421061,0,354,11967,550,0x38
1594905294.5214968,20000,421310,0,354,11975,550,0x3
1594905294.5338922,20000,421559,0,345,11887,525,0x7
1594905294.5462685,20000,421805,0,354,11798,525,0x8
1594905294.558669,20000,422051,0,354,11896,525,0x3c
1594905294.5723302,20000,422325,0,354,11878,525,0xf
1594905294.5851042,20000,422576,0,354,11789,500,0x4
1594905294.597557,20000,422831,0,345,11789,500,0x39
1594905294.6103022,20000,423085,0,354,11789,500,0x7
1594905294.6228907,20000,423333,0,345,11922,500,0x2
1594905294.6349995,20000,423583,0,345,11949,475,0xc
1594905294.647394,20000,423830,0,354,11931,475,0x30
1594905294.6602454,20000,424079,0,354,11772,475,0x7
1594905294.6747742,20000,424376,0,354,11887,475,0xa
1594905294.687193,20000,424625,0,345,11745,475,0x39
1594905294.7001,20000,424881,0,354,11842,475,0x35
1594905294.7125812,20000,425130,0,354,11869,475,0x2
1594905294.7252495,20000,425388,0,345,11816,475,0xb
1594905294.7374296,20000,425630,0,354,11975,475,0x9
1594905294.749848,20000,425874,0,354,11816,475,0x37
1594905294.7622368,20000,426125,0,345,11816,475,0xb
1594905294.776699,20000,426416,0,345,11842,475,0x33
1594905294.7890806,20000,426666,0,354,11878,450,0x0
1594905294.801342,20000,426906,0,345,11967,450,0x32
1594905294.81353,20000,427151,0,345,11851,450,0xd
1594905294.8259509,20000,427399,0,345,11896,450,0x6
1594905294.8384693,20000,427648,0,345,12002,425,0xa
1594905294.8511539,20000,427901,0,354,12002,425,0x1
1594905294.863887,20000,428156,0,354,11993,425,0x3e
1594905294.8786302,20000,428405,0,354,11949,425,0x0
1594905294.891616,20000,428701,0,354,12020,400,0x34
1594905294.9057822,20000,428990,0,345,12020,400,0x0
1594905294.9182875,20000,429245,0,354,12011,400,0xb
1594905294.9304502,20000,429490,0,354,11993,375,0x1
1594905294.9431832,20000,429742,0,345,11967,375,0x9
1594905294.9555194,20000,429988,0,345,11940,375,0x2
1594905294.96786,20000,430236,0,363,11975,375,0x0
1594905294.9820864,20000,430525,0,363,11967,350,0xe
1594905294.9946818,20000,430774,0,363,11975,350,0x1
1594905295.0072794,20000,431025,0,354,11904,350,0xc
1594905295.0196986,20000,431274,0,354,11869,350,0x6
1594905295.0320835,20000,431522,0,354,11913,325,0xa
1594905295.0466123,20000,431810,0,354,11931,325,0xd
1594905295.0594094,20000,432062,0,354,11922,325,0x0
1594905295.0724418,20000,432321,0,345,11913,325,0xf
1594905295.0851827,20000,432581,0,354,11878,325,0x2
1594905295.0976632,20000,432833,0,354,11887,325,0x8
1594905295.1104612,20000,433085,0,354,11904,325,0x8
1594905295.1235378,20000,433347,0,345,11878,325,0x7
1594905295.1362126,20000,433602,0,354,11896,325,0x9
1594905295.14894,20000,433854,0,345,11922,325,0x9
1594905295.1619127,20000,434111,0,354,11896,325,0x3
1594905295.174886,20000,434371,0,345,11887,325,0x38
1594905295.1879308,20000,434636,0,354,11896,325,0x6
1594905295.201158,20000,434901,0,354,11913,325,0x32
1594905295.2146037,20000,435165,0,354,11922,325,0x1
1594905295.227777,20000,435430,0,354,11896,325,0x3f
1594905295.240813,20000,435691,0,354,11896,325,0x3a
1594905295.2535844,20000,435950,0,354,11949,325,0xe
1594905295.2663677,20000,436203,0,354,11878,325,0xd
1594905295.2801719,20000,436463,0,345,11958,325,0xd
1594905295.293314,20000,436737,0,354,11958,325,0x35
1594905295.3061793,20000,437002,0,345,11896,325,0x1
1594905295.31978,20000,437257,0,354,11958,325,0xd
1594905295.3324554,20000,437527,0,354,11967,325,0x7
1594905295.3451633,20000,437781,0,345,11967,325,0xe
1594905295.359398,20000,438062,0,354,11975,325,0x30
1594905295.3723412,20000,438322,0,345,11967,325,0xb
1594905295.3858724,20000,438585,0,354,11993,325,0xe
1594905295.3994005,20000,438862,0,363,11931,325,0x3
1594905295.4121401,20000,439117,0,345,11922,325,0xe
1594905295.425205,20000,439381,0,354,11931,325,0x36
1594905295.43814,20000,439637,0,363,11922,325,0x6
1594905295.4510045,20000,439896,0,354,11967,325,0xd
1594905295.463834,20000,440151,0,354,11949,325,0x32
1594905295.4766343,20000,440407,0,363,11931,325,0x6
1594905295.489331,20000,440665,0,345,11913,325,0x37
1594905295.5020576,20000,440919,0,354,11904,325,0x2
1594905295.5152986,20000,441181,0,354,11922,325,0x9
1594905295.5279632,20000,441436,0,363,11913,325,0xc
1594905295.5409257,20000,441693,0,354,11922,325,0x1
1594905295.5538712,20000,441951,0,354,11931,325,0x5
1594905295.5666485,20000,442208,0,354,11904,325,0x2
1594905295.5798633,20000,442466,0,354,11922,325,0x7
1594905295.594856,20000,442731,0,354,11869,325,0x3e
1594905295.6079443,20000,443031,0,345,11940,325,0xa
1594905295.6214697,20000,443294,0,354,11913,325,0x3
1594905295.63493,20000,443566,0,345,11887,325,0x7
1594905295.6476197,20000,443828,0,354,11940,325,0xd
1594905295.660188,20000,444082,0,354,11922,325,0x3b
1594905295.6733496,20000,444337,0,354,11887,325,0x3
1594905295.6864119,20000,444601,0,354,11940,325,0x6
1594905295.699613,20000,444865,0,354,11958,325,0x34
1594905295.7126784,20000,445130,0,345,11896,325,0x4
1594905295.7254384,20000,445382,0,354,11904,325,0x7
1594905295.738903,20000,445653,0,354,11984,325,0x3b
1594905295.7517047,20000,445906,0,345,11958,325,0x4
1594905295.7650452,20000,446170,0,354,11993,325,0x9
1594905295.7964113,20000,446794,0,354,11913,325,0x5
1594905295.809218,20000,447062,0,354,11984,325,0x31
1594905295.8221414,20000,447316,0,354,11940,325,0xb
1594905295.8347807,20000,447573,0,345,11975,325,0x7
1594905295.8475513,20000,447825,0,345,11913,325,0x7
1594905295.860321,20000,448082,0,354,11984,325,0x34
1594905295.873119,20000,448336,0,354,11922,325,0x3f
1594905295.8862476,20000,448596,0,345,11913,325,0x5
1594905295.8990633,20000,448856,0,345,11958,325,0x4
1594905295.912315,20000,449124,0,354,11913,325,0x35
1594905295.9254525,20000,449381,0,345,11887,325,0x1
1594905295.9383373,20000,449641,0,354,11860,325,0xf
1594905295.9512014,20000,449897,0,354,11896,325,0xf
1594905295.964081,20000,450156,0,354,11887,325,0x3b
1594905295.9770558,20000,450414,0,354,11851,325,0x0
1594905295.9898696,20000,450671,0,345,11842,325,0xb
1594905296.0048978,20000,450931,0,354,11887,325,0x9
1594905296.0178385,20000,451229,0,345,11922,325,0xe
1594905296.0314689,20000,451490,0,354,11860,325,0xc
1594905296.0446827,20000,451767,0,354,11913,325,0x8
1594905296.0576782,20000,452027,0,354,11931,325,0xa
1594905296.0710888,20000,452296,0,345,11860,325,0x0
1594905296.0845919,20000,452568,0,354,11940,325,0x3
1594905296.097254,20000,452822,0,345,11949,325,0x3c
1594905296.1105058,20000,453085,0,354,11949,325,0xd
1594905296.123232,20000,453341,0,345,11949,325,0x3d
1594905296.1360924,20000,453594,0,354,11940,325,0x2
1594905296.148829,20000,453854,0,354,11958,325,0x3f
1594905296.1617653,20000,454108,0,354,11958,325,0x7
1594905296.1742759,20000,454365,0,354,11958,325,0x4
1594905296.1876094,20000,454621,0,354,11940,325,0x6
1594905296.2002583,20000,454881,0,354,11975,325,0xf
1594905296.2131093,20000,455136,0,354,11958,325,0x1
1594905296.2263646,20000,455393,0,354,11958,325,0x6
1594905296.2390914,20000,455656,0,345,11922,325,0x2
1594905296.2517765,20000,455910,0,354,11931,325,0xc
1594905296.2660782,20000,456201,0,363,11896,325,0x6
1594905296.2797759,20000,456463,0,336,11931,325,0x7
1594905296.2929382,20000,456730,0,354,11913,325,0xf
1594905296.3058832,20000,456994,0,354,11913,325,0x1
1594905296.319152,20000,457253,0,345,11904,325,0x3c
1594905296.3320374,20000,457516,0,354,11922,325,0x1
1594905296.3453178,20000,457774,0,354,11869,325,0x4
1594905296.3589072,20000,458041,0,354,11913,325,0xb
1594905296.3726935,20000,458325,0,354,11940,325,0x1
1594905296.3861372,20000,458590,0,354,11931,325,0xa
1594905296.399522,20000,458862,0,345,11887,325,0x3a
1594905296.4277272,20000,459431,0,354,11869,325,0x6
1594905296.440814,20000,459690,0,345,11807,325,0x3b
1594905296.4544795,20000,459953,0,345,11869,325,0x4
1594905296.4672425,20000,460221,0,345,11949,325,0xd
1594905296.4810717,20000,460488,0,345,11825,325,0xb
1594905296.4937732,20000,460751,0,354,11834,325,0xf
1594905296.5064325,20000,461005,0,345,11851,325,0x7
1594905296.5190592,20000,461257,0,354,11878,325,0x9
1594905296.5330014,20000,461514,0,354,11860,325,0x3
1594905296.5459216,20000,461792,0,345,11896,325,0xe
1594905296.5586796,20000,462050,0,354,11913,325,0x6
1594905296.5716646,20000,462309,0,354,11887,325,0x2
1594905296.5850418,20000,462565,0,345,11887,325,0xa
1594905296.5978396,20000,462831,0,345,11913,325,0x0
1594905296.61085,20000,463091,0,345,11940,325,0x0
1594905296.624036,20000,463350,0,354,11940,325,0x31
1594905296.6375747,20000,463625,0,354,11842,325,0x3
1594905296.650284,20000,463883,0,354,11851,325,0x3d
1594905296.6630008,20000,464136,0,345,11878,325,0x0
1594905296.6760283,20000,464391,0,354,11878,325,0xa
1594905296.6887329,20000,464650,0,354,11887,325,0x5
1594905296.7020519,20000,464913,0,345,11869,325,0xc
1594905296.7156968,20000,465181,0,354,11940,325,0xe
1594905296.7296665,20000,465450,0,354,11922,325,0xe
1594905296.7424476,20000,465726,0,354,11931,325,0x1
1594905296.755198,20000,465977,0,354,11949,325,0x33
1594905296.7685912,20000,466246,0,354,11887,325,0xb
1594905296.7820196,20000,466508,0,354,11860,325,0xa
1594905296.7947733,20000,466768,0,354,11949,325,0xd
1594905296.8076918,20000,467028,0,345,11949,325,0xc
1594905296.8206744,20000,467291,0,345,11958,325,0xe
1594905296.8335068,20000,467542,0,345,11975,325,0x0
1594905296.8463833,20000,467801,0,345,11967,325,0xb
1594905296.8594532,20000,468061,0,354,11949,325,0x3
1594905296.8724213,20000,468322,0,354,11940,325,0x3
1594905296.8852777,20000,468582,0,354,11931,325,0x0
1594905296.8982613,20000,468837,0,345,11887,325,0x0
1594905296.9112458,20000,469101,0,354,11922,325,0xe
1594905296.9260545,20000,469356,0,354,11851,325,0x0
1594905296.9392414,20000,469653,0,354,11887,325,0x2
1594905296.9527576,20000,469917,0,354,11913,325,0xc
1594905296.9656281,20000,470187,0,354,11860,325,0xa
1594905296.9785705,20000,470445,0,345,11851,325,0x5
1594905296.9918633,20000,470705,0,345,11834,325,0xf
1594905297.005402,20000,470970,0,354,11904,325,0x3c
1594905297.0185,20000,471245,0,354,11869,325,0x35
1594905297.031351,20000,471502,0,354,11860,325,0x31
1594905297.0468976,20000,471814,0,354,11887,325,0x5
1594905297.0597384,20000,472066,0,354,11913,325,0x1
1594905297.0729165,20000,472331,0,354,11834,325,0xe
1594905297.0864098,20000,472597,0,363,11931,325,0x1
1594905297.0993075,20000,472857,0,354,11931,325,0xe
1594905297.1126966,20000,473126,0,345,11887,325,0x0
1594905297.1255631,20000,473383,0,345,11887,325,0x7
1594905297.138144,20000,473641,0,354,11860,325,0x39
1594905297.150932,20000,473891,0,354,11904,325,0x3e
1594905297.16358,20000,474148,0,354,11904,325,0x1
1594905297.1763728,20000,474401,0,345,11949,325,0x7
1594905297.1897447,20000,474661,0,345,11931,325,0x2
1594905297.2027688,20000,474926,0,354,11975,325,0xf
1594905297.2159176,20000,475191,0,354,11940,325,0x2
1594905297.2289772,20000,475454,0,354,11958,325,0xb
1594905297.2415757,20000,475709,0,354,11958,325,0x4
1594905297.2542446,20000,475962,0,345,11975,325,0x8
1594905297.2673957,20000,476221,0,354,11887,325,0x7
1594905297.2813208,20000,476493,0,354,11913,325,0xd
1594905297.2943873,20000,476761,0,354,11975,325,0x1
1594905297.3081322,20000,477028,0,345,11958,325,0xc
1594905297.3214583,20000,477306,0,345,11958,325,0x0
1594905297.336341,20000,477592,0,354,11975,325,0x3e
1594905297.3533568,20000,477871,0,354,11949,325,0xc
1594905297.3663232,20000,478198,0,354,11913,325,0xc
1594905297.3796813,20000,478468,0,354,11922,325,0x6
1594905297.3927352,20000,478726,0,345,11913,325,0x7
1594905297.405889,20000,478992,0,354,11940,325,0x33
1594905297.4187596,20000,479250,0,354,11931,325,0x9
1594905297.4317276,20000,479511,0,354,11922,325,0xb
1594905297.444778,20000,479767,0,345,11931,325,0x34
1594905297.4578469,20000,480026,0,354,11958,325,0x6
1594905297.4709496,20000,480291,0,354,11931,325,0x3
1594905297.4839137,20000,480548,0,345,11896,325,0xe
1594905297.4973638,20000,480811,0,354,11913,325,0x4
1594905297.5108209,20000,481094,0,354,11913,325,0x3
1594905297.523523,20000,481343,0,354,11922,325,0x3f
1594905297.536966,20000,481612,0,354,11851,325,0x32
1594905297.5497618,20000,481868,0,354,11869,325,0x3
1594905297.5629013,20000,482127,0,354,11940,325,0x2
1594905297.5756729,20000,482385,0,345,11949,325,0x6
1594905297.5885925,20000,482648,0,345,11913,325,0xe
1594905297.6013412,20000,482901,0,336,11940,325,0x3
1594905297.6143854,20000,483161,0,345,11958,325,0xb
1594905297.627281,20000,483421,0,354,11922,325,0x36
1594905297.6401994,20000,483676,0,345,11896,325,0x7
1594905297.6529965,20000,483931,0,354,11940,325,0x4
1594905297.666002,20000,484192,0,354,11913,325,0x32
1594905297.6792843,20000,484451,0,354,11860,325,0xc
1594905297.6922135,20000,484717,0,354,11896,325,0x9
1594905297.7051806,20000,484978,0,354,11949,325,0x8
1594905297.7180977,20000,485237,0,345,11975,325,0xc
1594905297.730818,20000,485494,0,354,11931,325,0x31
1594905297.7460346,20000,485745,0,354,11922,325,0xd
1594905297.759573,20000,486061,0,354,11896,325,0x3f
1594905297.7725968,20000,486323,0,354,11967,325,0xf
1594905297.786171,20000,486595,0,345,11913,325,0x39
1594905297.7993767,20000,486857,0,354,11931,325,0x6
1594905297.8128865,20000,487134,0,354,11958,325,0xe
1594905297.8258288,20000,487391,0,354,11949,325,0xe
1594905297.8387587,20000,487648,0,354,11922,325,0x9
1594905297.8524945,20000,487921,0,354,11949,325,0x9
1594905297.8780484,20000,488191,0,345,11913,325,0x6
1594905297.891287,20000,488697,0,345,11860,325,0x30
